time,rtt,throughput,loss_rate,latency
11:26:36,75.67,4.25,0.034,29.04
11:26:37,70.27,4.94,0.0494,50.47
11:26:38,43.91,3.78,0.0331,55.53
11:26:39,67.9,2.61,0.0,32.47
11:26:40,27.83,0.96,0.0236,24.34
11:26:41,57.95,4.66,0.0374,53.71
11:26:42,37.82,1.75,0.0119,26.0
11:26:43,38.1,1.72,0.0314,54.56
11:26:44,78.93,1.72,0.0309,26.88
11:26:45,41.06,4.08,0.0358,11.51
11:26:46,92.28,2.57,0.0265,38.9
11:26:47,94.44,2.5,0.0093,20.92
11:26:48,84.73,1.39,0.0292,47.49
11:26:49,56.8,2.56,0.0418,33.25
11:26:50,49.96,4.91,0.0015,38.41
11:26:51,84.37,4.82,0.014,25.11
11:26:52,33.38,1.44,0.0167,36.71
11:26:53,74.84,3.76,0.0005,57.56
11:26:54,32.53,3.78,0.0169,11.13
11:26:55,58.94,3.6,0.0016,41.8
11:26:56,32.95,3.82,0.0414,32.23
11:26:57,88.96,4.25,0.0466,14.59
11:26:58,98.86,4.77,0.0357,45.04
11:26:59,51.48,3.13,0.0204,52.81
11:27:00,53.05,3.14,0.0429,35.21
11:27:01,87.2,3.62,0.0483,15.17
11:27:02,22.06,2.16,0.0495,11.78
11:27:03,79.06,1.66,0.0151,53.91
11:27:04,63.61,3.43,0.0412,21.58
11:27:05,90.73,1.35,0.0206,36.23
11:27:06,98.94,3.02,0.0293,22.83
11:27:07,55.91,0.54,0.0073,50.62
11:27:08,52.25,1.83,0.0259,55.6
11:27:09,67.49,1.12,0.0358,34.22
11:27:10,90.26,3.61,0.0293,40.19
11:27:11,91.76,1.22,0.0125,57.89
11:27:12,95.43,1.59,0.0269,46.01
11:27:13,39.4,4.65,0.0483,40.89
11:27:14,81.71,2.43,0.0209,57.29
11:27:15,54.5,3.04,0.004,30.79
11:27:16,34.37,1.88,0.0135,29.7
11:27:17,52.33,2.77,0.0046,37.91
11:27:18,30.69,0.92,0.0048,10.23
11:27:19,59.88,3.47,0.0369,29.06
11:27:20,53.99,1.59,0.0085,41.66
11:27:21,84.27,2.5,0.0047,19.69
11:27:22,76.75,0.52,0.0111,45.55
11:27:23,56.11,0.75,0.0383,32.85
11:27:24,27.23,4.9,0.0073,29.71
11:27:25,84.97,0.86,0.0269,21.16
11:27:26,96.24,0.66,0.0428,43.15
11:27:27,86.69,3.94,0.0038,38.36
11:27:28,56.83,1.22,0.0119,18.24
11:27:29,72.95,1.67,0.0394,27.12
11:27:30,67.69,1.81,0.0052,26.01
11:27:31,33.78,0.6,0.0354,49.6
11:27:32,36.17,0.68,0.0143,29.66
11:27:33,74.15,3.28,0.0354,51.76
11:27:34,94.5,2.8,0.037,59.15
11:27:35,92.87,2.73,0.0365,11.32
