Testing scheme: vivace
$ /home/ubuntu/pantheon/src/wrappers/vivace.py run_first
$ /home/ubuntu/pantheon/src/wrappers/vivace.py receiver 43293
server is ready at port: 43293
$ /home/ubuntu/pantheon/src/wrappers/vivace.py sender 127.0.0.1 43293
new connection: 127.0.0.1:36235
SendRate(Mb/s)	RTT(ms)	CWnd	PktSndPeriod(us)	RecvACK	RecvNAK
SendRate(Mb/s)	RTT(ms)	CTotal	Loss	RecvACK	RecvNAK
1	3.28733	0.704	305	0
2	6.55065	0.342	909	0
3	7.25514	1.205	1578	0
4	9.28345	0.29	2434	0
5	14.9455	0.2	3812	0
6	16.7229	0.367	5354	0
7	11.9156	0.767	6453	0
8	5.53193	1.179	6963	0
9	28.0957	0.184	9554	0
10	73.7142	0.144	16351	0
11	50.7617	0.136	21033	0
12	87.7501	0.14	29124	0
13	61.1429	0.135	34764	0
14	57.9633	0.125	40109	0
15	62.2243	0.088	45850	0
16	66.4519	0.136	51979	0
17	63.8994	0.094	57873	0
18	62.7834	0.142	63664	0
19	67.6323	0.131	69904	0
20	67.0178	0.124	76087	0
21	158.322	0.301	90687	0
22	38.691	0.312	94255	0
23	42.7573	0.254	98199	0
24	37.0483	0.271	101616	0
25	47.4661	0.778	105997	0
26	57.8944	0.449	111335	0
27	84.7738	0.091	119157	0
28	119.272	0.138	130160	0
29	117.757	0.114	141018	0
30	62.3089	0.114	146765	0
31	76.5261	0.142	153822	0
32	67.7377	0.121	160069	0
33	72.108	0.13	166721	0
34	68.3304	0.123	173024	0
35	73.9689	0.235	179850	0
36	88.6998	0.107	188034	0
37	94.8889	0.191	196784	0
38	97.6613	0.14	205796	0
39	52.3193	0.148	210621	0
40	81.5223	0.084	218140	0
41	57.9723	0.15	223489	0
42	59.8792	0.102	229014	0
43	69.8863	0.096	235458	0
44	56.3278	0.177	240652	0
45	83.4125	0.12	248348	0
46	85.2758	0.112	256212	0
47	81.3357	0.137	263711	0
48	65.1285	0.166	269717	0
49	57.4596	0.163	275017	0
50	51.3643	0.136	279754	0
51	69.7886	0.156	286190	0
52	53.4398	0.103	291118	0
53	92.8132	0.2	299678	0
54	91.182	0.115	308088	0
55	85.0576	0.597	315934	0
56	101.355	0.156	325280	0
57	62.5943	0.162	331054	0
58	64.2379	0.13	336978	0
59	80.3137	0.155	344390	0
60	92.488	0.123	352920	0
61	147.001	0.108	366474	0
62	81.8987	0.137	374029	0
63	53.718	0.162	378985	0
64	52.6645	0.104	383843	0
65	98.4394	0.121	392927	0
66	76.0917	0.129	399946	0
67	57.7157	0.243	405269	0
68	119.045	0.337	416251	0
69	143.355	0.106	429477	0
70	56.5968	0.11	434696	0
71	59.0924	0.165	440147	0
72	60.6899	0.143	445747	0
73	67.075	0.128	451931	0
74	68.1719	0.101	458220	0
75	113.524	0.119	468691	0
76	88.2007	0.093	476827	0
77	73.024	0.085	483563	0
78	53.786	0.123	488523	0
79	82.4016	0.444	496125	2
80	58.2157	0.25	501494	2
81	37.0467	0.259	504912	2
82	50.4265	0.324	509562	2
83	60.2409	1.108	515118	2
84	97.6437	0.293	524123	2
85	39.0873	0.355	527727	2
86	53.9778	0.283	532705	2
87	73.319	0.205	539469	2
88	47.7083	0.258	543868	2
89	44.4541	0.313	547967	2
90	56.4499	0.197	553173	2
91	43.0748	0.254	557146	2
92	47.5366	0.315	561531	2
93	38.2842	0.288	565063	2
94	62.2207	0.304	570800	2
95	38.2291	0.244	574325	2
96	44.2857	0.204	578410	2
97	44.2855	0.308	582493	2
98	64.3041	0.25	588424	2
99	49.6098	0.299	592999	2
100	60.0051	0.246	598536	2
101	38.7585	0.309	602110	2
102	35.4381	0.278	605378	2
103	39.8663	0.228	609056	2
104	60.9229	0.129	614673	2
105	128.168	0.077	626496	2
106	58.6748	0.346	631907	2
107	30.0698	0.28	634681	2
108	71.5012	0.189	641275	2
109	194.433	0.287	659204	2
110	71.3771	0.33	665788	2
111	34.75	0.277	668992	2
112	41.4738	0.157	672818	2
113	88.5606	0.295	680988	2
114	48.5476	0.241	685467	2
115	227.758	0.18	706474	2
116	91.068	0.163	714873	2
117	72.9343	0.223	721598	2
118	36.6647	0.299	724979	2
119	44.2008	0.237	729055	2
kill_proc_group: killed process group with pgid 410792
kill_proc_group: killed process group with pgid 412550
All scheme tests completed successfully.
