Testing scheme: vivace
$ /home/ubuntu/pantheon/src/wrappers/vivace.py run_first
$ /home/ubuntu/pantheon/src/wrappers/vivace.py receiver 44839
server is ready at port: 44839
$ /home/ubuntu/pantheon/src/wrappers/vivace.py sender 127.0.0.1 44839
new connection: 127.0.0.1:39255
SendRate(Mb/s)	RTT(ms)	CWnd	PktSndPeriod(us)	RecvACK	RecvNAK
SendRate(Mb/s)	RTT(ms)	CTotal	Loss	RecvACK	RecvNAK
1	3.51608	0.497	327	0
2	11.9746	0.852	1432	0
3	34.0696	0.46	4574	0
4	49.6481	0.192	9152	0
5	31.7658	0.155	12081	0
6	20.546	0.174	13976	0
7	27.6739	0.179	16528	0
8	32.7181	1.276	19549	0
9	132.128	0.93	31732	0
10	203.584	0.105	50506	614
11	52.0609	0.164	55306	614
12	55.5031	0.142	60424	614
13	61.9607	0.102	66138	614
14	203.762	0.125	84926	614
15	65.1464	0.158	90933	614
16	67.0897	0.126	97120	614
17	69.1634	0.176	103498	614
18	84.2781	0.161	111269	614
19	58.746	0.157	116687	614
20	102.847	0.134	126173	614
21	71.682	0.162	132783	614
22	59.3866	0.181	138260	614
23	43.0848	0.162	142233	614
24	88.4386	0.159	150387	614
25	95.0788	0.147	159155	614
26	129.375	0.087	171084	614
27	199.613	0.134	189493	614
28	60.9152	0.295	195110	614
29	61.8248	0.163	200810	614
30	69.5281	0.21	207220	614
31	55.0328	0.187	212296	614
32	57.8088	0.187	217626	614
33	109.995	0.111	227769	614
34	99.1242	0.149	236909	614
35	57.4589	0.273	242207	614
36	36.1434	0.233	245540	614
37	62.6455	0.401	251318	614
38	47.5048	0.216	255713	614
39	45.2857	0.42	259889	614
40	31.7132	0.327	262813	614
41	38.315	0.252	266346	614
42	48.7086	0.257	270838	614
43	55.3299	0.292	275939	614
44	47.0222	0.32	280275	614
45	258.219	0.249	304086	614
46	47.5236	0.26	308468	614
47	47.3007	0.393	312829	614
48	44.2175	0.313	316906	614
49	33.8571	0.283	320028	614
50	50.2821	0.308	324665	614
51	46.3243	0.285	328936	614
52	40.2653	0.339	332649	614
53	33.3275	0.297	335722	614
54	45.8233	0.321	339947	614
55	36.3882	0.309	343302	614
56	33.5924	0.33	346399	614
57	54.0054	0.172	351379	614
58	177.896	0.144	367784	614
59	82.8236	0.253	375422	614
60	41.7245	0.306	379269	614
61	38.0489	0.415	382778	614
62	43.6643	0.307	386804	614
63	34.6361	0.306	389998	614
64	35.5581	1.772	393288	614
65	34.1242	0.39	396435	614
66	39.5582	0.186	400083	614
67	58.9891	0.157	405531	614
68	45.4737	0.231	409724	614
69	29.1369	0.198	412411	614
70	32.2737	0.28	415387	614
71	36.6937	2.729	418770	614
72	33.4167	0.245	421852	614
73	38.0604	0.31	425362	614
74	49.5175	0.429	429929	614
75	32.3288	1.063	432911	614
76	40.0841	1.276	436609	614
77	41.3598	0.304	440428	614
78	50.9699	0.228	445130	614
79	51.7823	0.284	449907	614
80	196.621	0.457	468040	788
81	61.4532	0.296	473707	1103
82	59.4743	0.171	479191	1103
83	66.9812	1.195	485369	1103
84	64.0346	0.284	491275	1103
85	59.6505	0.349	496776	1103
86	40.7986	0.304	500538	1103
87	31.7543	0.23	503466	1103
88	46.0845	0.28	507718	1103
89	48.7602	0.291	512214	1103
90	44.1166	0.262	516282	1103
91	29.2603	0.243	518980	1103
92	52.5238	0.25	523823	1103
93	46.9888	0.301	528156	1103
94	29.9756	0.313	530921	1103
95	37.2207	0.274	534354	1103
96	41.5334	0.18	538185	1103
97	52.8662	0.184	543060	1103
98	56.2175	0.106	548243	1103
99	97.8132	2.237	557311	1103
100	42.0652	0.152	561191	1103
101	67.3225	0.152	567399	1103
102	57.3715	0.181	572690	1103
103	36.2917	0.143	576037	1103
104	66.2133	0.122	582143	1103
105	41.6199	0.166	585985	1103
106	52.3092	0.204	590811	1103
107	40.1213	0.295	594511	1103
108	55.8289	0.247	599659	1103
109	55.8283	0.17	604809	1103
110	149.635	0.137	618609	1103
111	90.1834	0.149	626924	1103
112	44.6419	0.157	631040	1103
113	71.7026	0.125	637651	1103
114	82.2169	0.129	645240	1103
115	82.5551	0.117	652853	1103
116	57.6837	0.167	658175	1103
117	42.7473	0.148	662117	1103
118	62.0966	0.12	667843	1103
119	44.1374	0.204	671915	1103
kill_proc_group: killed process group with pgid 422368
kill_proc_group: killed process group with pgid 423144
All scheme tests completed successfully.
